         584629 function calls (568917 primitive calls) in 0.340 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        2    0.000    0.000    0.000    0.000 legend_handler.py:187(get_numpoints)
        1    0.000    0.000    0.000    0.000 legend.py:822(get_legend_handler_map)
        1    0.000    0.000    0.000    0.000 backend_agg.py:421(buffer_rgba)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:271(add)
        1    0.000    0.000    0.000    0.000 linalg.py:203(_assert_stacked_2d)
        2    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
        2    0.000    0.000    0.000    0.000 scale.py:96(__init__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
        2    0.000    0.000    0.000    0.000 axis.py:855(_set_autoscale_on)
        1    0.000    0.000    0.000    0.000 _base.py:333(_setdefaults)
        1    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:488(_unary_dispatcher)
        2    0.000    0.000    0.000    0.000 patches.py:3945(get_mutation_aspect)
        4    0.000    0.000    0.000    0.000 typing.py:1737(cast)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 _base.py:322(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:148(PpmPlainDecoder)
        1    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:53(PpmImageFile)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:1853(set_minor_formatter)
        1    0.000    0.000    0.000    0.000 _base.py:3410(set_axis_on)
        1    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 gridspec.py:100(set_width_ratios)
        1    0.000    0.000    0.000    0.000 patches.py:2480(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 _base.py:2605(use_sticky_edges)
        2    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:295(ForkServerProcess)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:861(_sort_dispatcher)
        1    0.000    0.000    0.000    0.000 Image.py:3460(register_save_all)
        2    0.000    0.000    0.000    0.000 contextlib.py:738(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 __init__.py:331(wrapper)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2044(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pstats.py:521(TupleComp)
        1    0.000    0.000    0.000    0.000 legend.py:1210(set_draggable)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3476(Show)
        2    0.000    0.000    0.000    0.000 patches.py:3930(get_mutation_scale)
        4    0.000    0.000    0.000    0.000 artist.py:1371(get_mouseover)
        5    0.000    0.000    0.000    0.000 artist.py:429(is_transform_set)
        6    0.000    0.000    0.000    0.000 transforms.py:1367(depth)
        1    0.000    0.000    0.000    0.000 linalg.py:153(_realType)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 gridspec.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:647(<dictcomp>)
        1    0.000    0.000    0.000    0.000 artist.py:636(set_snap)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 figure.py:2592(_check_layout_engines_compat)
        1    0.000    0.000    0.000    0.000 backend_agg.py:540(_BackendAgg)
        3    0.000    0.000    0.000    0.000 _base.py:459(<genexpr>)
        4    0.000    0.000    0.000    0.000 Image.py:506(size)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1868(draw)
        1    0.000    0.000    0.000    0.000 contextlib.py:442(_create_exit_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:1307(disable)
        2    0.000    0.000    0.000    0.000 contextlib.py:530(__enter__)
        2    0.000    0.000    0.000    0.000 cbook.py:851(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:609(num2)
        2    0.000    0.000    0.000    0.000 function_base.py:1320(_diff_dispatcher)
        2    0.000    0.000    0.000    0.000 ticker.py:257(_set_locator)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:361(DibImageFile)
        1    0.000    0.000    0.000    0.000 context.py:302(ForkContext)
        1    0.000    0.000    0.000    0.000 multiarray.py:1030(unravel_index)
        1    0.000    0.000    0.000    0.000 _base.py:4002(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 shape_base.py:1181(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:287(BmpRleDecoder)
        1    0.000    0.000    0.000    0.000 context.py:310(ForkServerContext)
        1    0.000    0.000    0.000    0.000 qt_compat.py:135(<listcomp>)
        2    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
        2    0.000    0.000    0.000    0.000 shape_base.py:1257(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:955(_get_support)
        1    0.000    0.000    0.000    0.000 cbook.py:100(__call__)
        2    0.000    0.000    0.000    0.000 transforms.py:2154(inverted)
        2    0.000    0.000    0.000    0.000 contextlib.py:735(__enter__)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:279(PpmDecoder)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 process.py:397(_MainProcess)
        2    0.000    0.000    0.000    0.000 transforms.py:2146(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        2    0.000    0.000    0.000    0.000 inspect.py:2695(annotation)
        1    0.000    0.000    0.000    0.000 gridspec.py:198(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2773(set_window_title)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 context.py:306(SpawnContext)
        1    0.000    0.000    0.000    0.000 gridspec.py:617(get_gridspec)
        1    0.000    0.000    0.000    0.000 multiarray.py:85(empty_like)
        1    0.000    0.000    0.000    0.000 ImageFile.py:88(_tilesort)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:790(<genexpr>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
        1    0.000    0.000    0.000    0.000 artist.py:892(get_clip_path)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 shape_base.py:727(_array_split_dispatcher)
        1    0.000    0.000    0.000    0.000 <string>:2(_parse_args)
        1    0.000    0.000    0.000    0.000 numeric.py:337(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        2    0.000    0.000    0.000    0.000 transforms.py:2150(get_affine)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 font_manager.py:1498(<listcomp>)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 transforms.py:1805(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1791(transform_non_affine)


